ASSEMBLY_NAME,ASSEMBLY_ACC,STUDY_ID,SAMPLE_ID,CONTIG_ACC,SCAFFOLD_ACC,CHROMOSOME_ACC
UC_ERR1809139,ERZ1739316,PRJEB41812,ERS1509319,ERZ1739316.1-ERZ1739316.542,,
UC_ERR2270940,ERZ1739317,PRJEB41812,ERS2160330,ERZ1739317.1-ERZ1739317.107,,
UC_ERR695608,ERZ1739318,PRJEB41812,ERS625316,ERZ1739318.1-ERZ1739318.1957,,
UC_ERR634973,ERZ1739319,PRJEB41812,ERS482853,ERZ1739319.1-ERZ1739319.2522,,
UC_ERR1823595,ERZ1739320,PRJEB41812,ERS1546039,ERZ1739320.1-ERZ1739320.3343,,
UC_ERR505092,ERZ1739321,PRJEB41812,ERS433551,ERZ1739321.1-ERZ1739321.2062,,
UC_ERR1297806,ERZ1739322,PRJEB41812,ERS1069653,ERZ1739322.1-ERZ1739322.1795,,
UC_ERR1297782,ERZ1739323,PRJEB41812,ERS1069663,ERZ1739323.1-ERZ1739323.457,,
UC_ERR1913274,ERZ1739324,PRJEB41812,ERS1647294,ERZ1739324.1-ERZ1739324.15,,
UC_ERR1474609,ERZ1739325,PRJEB41812,SRS015055,ERZ1739325.1-ERZ1739325.1503,,
UC_ERR1744184,ERZ1739326,PRJEB41812,ERS1462083,ERZ1739326.1-ERZ1739326.4705,,
UC_ERR2014365,ERZ1739327,PRJEB41812,ERS1796490,ERZ1739327.1-ERZ1739327.426,,
UC_ERR2036068,ERZ1739328,PRJEB41812,ERS1825751,ERZ1739328.1-ERZ1739328.121,,
UC_ERR1297831,ERZ1739329,PRJEB41812,ERS1069645,ERZ1739329.1-ERZ1739329.1088,,
UC_ERR1022509,ERZ1739330,PRJEB41812,ERS853156,ERZ1739330.1-ERZ1739330.315,,
UC_ERR2014376,ERZ1739331,PRJEB41812,ERS1796501,ERZ1739331.1-ERZ1739331.311,,
UC_ERR634982,ERZ1739332,PRJEB41812,ERS482862,ERZ1739332.1-ERZ1739332.260,,
UC_ERR1809156,ERZ1739333,PRJEB41812,ERS1509329,ERZ1739333.1-ERZ1739333.86,,
UC_ERR1022500,ERZ1739334,PRJEB41812,ERS853147,ERZ1739334.1-ERZ1739334.1317,,
UC_ERR1809128,ERZ1739335,PRJEB41812,ERS1509317,ERZ1739335.1-ERZ1739335.190,,
UC_ERR1913244,ERZ1739336,PRJEB41812,ERS1647300,ERZ1739336.1-ERZ1739336.19,,
UC_ERR1611387,ERZ1739337,PRJEB41812,ERS1336015,ERZ1739337.1-ERZ1739337.333,,
UC_ERR1809123,ERZ1739338,PRJEB41812,ERS1509315,ERZ1739338.1-ERZ1739338.361,,
UC_ERR505085,ERZ1739339,PRJEB41812,ERS433544,ERZ1739339.1-ERZ1739339.5371,,
UC_ERR505102,ERZ1739340,PRJEB41812,ERS433561,ERZ1739340.1-ERZ1739340.1941,,
UC_ERR1611415,ERZ1739341,PRJEB41812,ERS1336043,ERZ1739341.1-ERZ1739341.57,,
UC_ERR537010,ERZ1739342,PRJEB41812,ERS480593,ERZ1739342.1-ERZ1739342.2818,,
UC_ERR1297819,ERZ1739343,PRJEB41812,ERS1069661,ERZ1739343.1-ERZ1739343.719,,
UC_SRR1044006,ERZ1739344,PRJEB41812,SRS511706,ERZ1739344.1-ERZ1739344.2248,,
UC_ERR1823589,ERZ1739345,PRJEB41812,ERS1546033,ERZ1739345.1-ERZ1739345.494,,
UC_ERR1823611,ERZ1739346,PRJEB41812,ERS1546055,ERZ1739346.1-ERZ1739346.371,,
UC_SRR1045098,ERZ1739347,PRJEB41812,SRS512700,ERZ1739347.1-ERZ1739347.164,,
UC_ERR1809132,ERZ1739348,PRJEB41812,ERS1509317,ERZ1739348.1-ERZ1739348.204,,
UC_ERR719858,ERZ1739349,PRJEB41812,ERS634928,ERZ1739349.1-ERZ1739349.694,,
UC_ERR1681531,ERZ1739350,PRJEB41812,ERS1374911,ERZ1739350.1-ERZ1739350.117,,
UC_ERR1611391,ERZ1739351,PRJEB41812,ERS1336019,ERZ1739351.1-ERZ1739351.257,,
UC_ERR505105,ERZ1739352,PRJEB41812,ERS433564,ERZ1739352.1-ERZ1739352.3675,,
UC_ERR1823592,ERZ1739353,PRJEB41812,ERS1546036,ERZ1739353.1-ERZ1739353.3011,,
UC_ERR1600438,ERZ1739354,PRJEB41812,ERS1324498,ERZ1739354.1-ERZ1739354.3,,
UC_ERR2271043,ERZ1739355,PRJEB41812,ERS2160995,ERZ1739355.1-ERZ1739355.890,,
UC_ERR1611395,ERZ1739356,PRJEB41812,ERS1336023,ERZ1739356.1-ERZ1739356.246,,
UC_SRR1636507,ERZ1739357,PRJEB41812,SRS734854,ERZ1739357.1-ERZ1739357.186,,
UC_ERR719870,ERZ1739358,PRJEB41812,ERS634952,ERZ1739358.1-ERZ1739358.737,,
UC_ERR598795,ERZ1739359,PRJEB41812,ERS542299,ERZ1739359.1-ERZ1739359.98,,
UC_ERR1297768,ERZ1739360,PRJEB41812,ERS1069643,ERZ1739360.1-ERZ1739360.614,,
UC_ERR2014380,ERZ1739361,PRJEB41812,ERS1796505,ERZ1739361.1-ERZ1739361.41,,
UC_ERR1913236,ERZ1739362,PRJEB41812,ERS1647311,ERZ1739362.1-ERZ1739362.278,,
UC_ERR719437,ERZ1739363,PRJEB41812,ERS634944,ERZ1739363.1-ERZ1739363.496,,
UC_ERR719362,ERZ1739364,PRJEB41812,ERS634943,ERZ1739364.1-ERZ1739364.283,,
UC_ERR505087,ERZ1739365,PRJEB41812,ERS433546,ERZ1739365.1-ERZ1739365.1901,,
UC_ERR1809149,ERZ1739366,PRJEB41812,ERS1509323,ERZ1739366.1-ERZ1739366.83,,
UC_SRR1045096,ERZ1739367,PRJEB41812,SRS512698,ERZ1739367.1-ERZ1739367.1419,,
UC_ERR719408,ERZ1739368,PRJEB41812,ERS634920,ERZ1739368.1-ERZ1739368.600,,
UC_ERR1549320,ERZ1739369,PRJEB41812,ERS1268581,ERZ1739369.1-ERZ1739369.6,,
UC_ERR1297825,ERZ1739370,PRJEB41812,ERS1069677,ERZ1739370.1-ERZ1739370.419,,
UC_ERR1297830,ERZ1739371,PRJEB41812,ERS1069639,ERZ1739371.1-ERZ1739371.578,,
UC_ERR719403,ERZ1739372,PRJEB41812,ERS634920,ERZ1739372.1-ERZ1739372.494,,
UC_ERR1474610,ERZ1739373,PRJEB41812,SRS019120,ERZ1739373.1-ERZ1739373.1864,,
UC_ERR1913275,ERZ1739374,PRJEB41812,ERS1647294,ERZ1739374.1-ERZ1739374.15,,
UC_ERR1297793,ERZ1739375,PRJEB41812,ERS1069677,ERZ1739375.1-ERZ1739375.380,,
UC_ERR719933,ERZ1739376,PRJEB41812,ERS634977,ERZ1739376.1-ERZ1739376.833,,
UC_ERR1913225,ERZ1739377,PRJEB41812,ERS1647288,ERZ1739377.1-ERZ1739377.14,,
UC_ERR1913319,ERZ1739378,PRJEB41812,ERS1647334,ERZ1739378.1-ERZ1739378.439,,
UC_ERR719445,ERZ1739379,PRJEB41812,ERS634968,ERZ1739379.1-ERZ1739379.1079,,
UC_ERR1297784,ERZ1739380,PRJEB41812,ERS1069684,ERZ1739380.1-ERZ1739380.246,,
UC_ERR719909,ERZ1739381,PRJEB41812,ERS634929,ERZ1739381.1-ERZ1739381.467,,
UC_ERR1823600,ERZ1739382,PRJEB41812,ERS1546044,ERZ1739382.1-ERZ1739382.675,,
UC_ERR1022503,ERZ1739383,PRJEB41812,ERS853150,ERZ1739383.1-ERZ1739383.1533,,
UC_ERR1611404,ERZ1739384,PRJEB41812,ERS1336032,ERZ1739384.1-ERZ1739384.94,,
UC_ERR719829,ERZ1739385,PRJEB41812,ERS634951,ERZ1739385.1-ERZ1739385.260,,
UC_ERR719859,ERZ1739386,PRJEB41812,ERS634928,ERZ1739386.1-ERZ1739386.674,,
UC_ERR634972,ERZ1739387,PRJEB41812,ERS482852,ERZ1739387.1-ERZ1739387.869,,
UC_ERR1611383,ERZ1739388,PRJEB41812,ERS1336011,ERZ1739388.1-ERZ1739388.103,,
UC_ERR634992,ERZ1739389,PRJEB41812,ERS482872,ERZ1739389.1-ERZ1739389.433,,
UC_ERR1744181,ERZ1739390,PRJEB41812,ERS1462080,ERZ1739390.1-ERZ1739390.581,,
UC_ERR719393,ERZ1739391,PRJEB41812,ERS634967,ERZ1739391.1-ERZ1739391.674,,
UC_ERR719852,ERZ1739392,PRJEB41812,ERS634928,ERZ1739392.1-ERZ1739392.735,,
UC_ERR1474573,ERZ1739393,PRJEB41812,ERS1202871,ERZ1739393.1-ERZ1739393.465,,
UC_ERR505088,ERZ1739394,PRJEB41812,ERS433547,ERZ1739394.1-ERZ1739394.4644,,
UC_ERR1913278,ERZ1739395,PRJEB41812,ERS1647320,ERZ1739395.1-ERZ1739395.35,,
UC_ERR537012,ERZ1739396,PRJEB41812,ERS480594,ERZ1739396.1-ERZ1739396.2695,,
UC_ERR1913252,ERZ1739397,PRJEB41812,ERS1647303,ERZ1739397.1-ERZ1739397.204,,
UC_ERR719902,ERZ1739398,PRJEB41812,ERS634929,ERZ1739398.1-ERZ1739398.504,,
UC_ERR1474582,ERZ1739399,PRJEB41812,ERS1202880,ERZ1739399.1-ERZ1739399.3648,,
UC_ERR719921,ERZ1739401,PRJEB41812,ERS634953,ERZ1739401.1-ERZ1739401.533,,
UC_ERR1611406,ERZ1739402,PRJEB41812,ERS1336034,ERZ1739402.1-ERZ1739402.491,,
UC_ERR1474584,ERZ1739403,PRJEB41812,ERS1202882,ERZ1739403.1-ERZ1739403.4406,,
UC_ERR1823606,ERZ1739404,PRJEB41812,ERS1546050,ERZ1739404.1-ERZ1739404.129,,
UC_ERR719923,ERZ1739406,PRJEB41812,ERS634953,ERZ1739406.1-ERZ1739406.559,,
UC_ERR695634,ERZ1739407,PRJEB41812,ERS625342,ERZ1739407.1-ERZ1739407.1781,,
UC_ERR1297800,ERZ1739408,PRJEB41812,ERS1069688,ERZ1739408.1-ERZ1739408.852,,
UC_ERR1297827,ERZ1739410,PRJEB41812,ERS1069645,ERZ1739410.1-ERZ1739410.1104,,
UC_ERR537006,ERZ1739411,PRJEB41812,ERS480591,ERZ1739411.1-ERZ1739411.1360,,
UC_ERR695599,ERZ1739413,PRJEB41812,ERS625307,ERZ1739413.1-ERZ1739413.2566,,
UC_ERR1913237,ERZ1739414,PRJEB41812,ERS1647311,ERZ1739414.1-ERZ1739414.254,,
UC_ERR1474569,ERZ1739415,PRJEB41812,ERS1202867,ERZ1739415.1-ERZ1739415.3141,,
UC_ERR2036073,ERZ1739417,PRJEB41812,ERS1825756,ERZ1739417.1-ERZ1739417.202,,
UC_ERR1913255,ERZ1739418,PRJEB41812,ERS1647325,ERZ1739418.1-ERZ1739418.315,,
UC_ERR719906,ERZ1739419,PRJEB41812,ERS634929,ERZ1739419.1-ERZ1739419.498,,
UC_ERR1297776,ERZ1739420,PRJEB41812,ERS1069679,ERZ1739420.1-ERZ1739420.549,,
UC_ERR1022502,ERZ1739422,PRJEB41812,ERS853149,ERZ1739422.1-ERZ1739422.1330,,
UC_ERR1913294,ERZ1739423,PRJEB41812,ERS1647308,ERZ1739423.1-ERZ1739423.20,,
UC_ERR719888,ERZ1739424,PRJEB41812,ERS634976,ERZ1739424.1-ERZ1739424.282,,
UC_ERR719379,ERZ1739425,PRJEB41812,ERS634967,ERZ1739425.1-ERZ1739425.696,,
UC_ERR1913280,ERZ1739426,PRJEB41812,ERS1647280,ERZ1739426.1-ERZ1739426.16,,
UC_ERR1809129,ERZ1739427,PRJEB41812,ERS1509317,ERZ1739427.1-ERZ1739427.186,,
UC_ERR634985,ERZ1739428,PRJEB41812,ERS482865,ERZ1739428.1-ERZ1739428.52,,
UC_ERR2014370,ERZ1739429,PRJEB41812,ERS1796495,ERZ1739429.1-ERZ1739429.140,,
UC_SRR1044033,ERZ1739430,PRJEB41812,SRS511711,ERZ1739430.1-ERZ1739430.820,,
UC_ERR1297814,ERZ1739431,PRJEB41812,ERS1069646,ERZ1739431.1-ERZ1739431.688,,
UC_ERR1823609,ERZ1739432,PRJEB41812,ERS1546053,ERZ1739432.1-ERZ1739432.304,,
UC_ERR719931,ERZ1739433,PRJEB41812,ERS634977,ERZ1739433.1-ERZ1739433.884,,
UC_ERR1022504,ERZ1739434,PRJEB41812,ERS853151,ERZ1739434.1-ERZ1739434.626,,
UC_ERR1913312,ERZ1739435,PRJEB41812,ERS1647332,ERZ1739435.1-ERZ1739435.59,,
UC_ERR1809120,ERZ1739436,PRJEB41812,ERS1509315,ERZ1739436.1-ERZ1739436.359,,
UC_ERR1600439,ERZ1739437,PRJEB41812,ERS1324499,ERZ1739437.1-ERZ1739437.18,,
UC_ERR1913230,ERZ1739438,PRJEB41812,ERS1647291,ERZ1739438.1-ERZ1739438.317,,
UC_ERR2270941,ERZ1739439,PRJEB41812,ERS2160331,ERZ1739439.1-ERZ1739439.657,,
UC_ERR695615,ERZ1739440,PRJEB41812,ERS625323,ERZ1739440.1-ERZ1739440.1857,,
UC_ERR719828,ERZ1739441,PRJEB41812,ERS634951,ERZ1739441.1-ERZ1739441.358,,
UC_ERR634990,ERZ1739442,PRJEB41812,ERS482870,ERZ1739442.1-ERZ1739442.632,,
UC_ERR1474606,ERZ1739443,PRJEB41812,SRS013942,ERZ1739443.1-ERZ1739443.1241,,
UC_ERR695622,ERZ1739444,PRJEB41812,ERS625330,ERZ1739444.1-ERZ1739444.178,,
UC_ERR1913284,ERZ1739445,PRJEB41812,ERS1647283,ERZ1739445.1-ERZ1739445.64,,
UC_ERR1823594,ERZ1739446,PRJEB41812,ERS1546038,ERZ1739446.1-ERZ1739446.3609,,
UC_ERR1659118,ERZ1739447,PRJEB41812,ERS1240067,ERZ1739447.1-ERZ1739447.3238,,
UC_ERR1681537,ERZ1739448,PRJEB41812,ERS1374929,ERZ1739448.1-ERZ1739448.1559,,
UC_ERR634987,ERZ1739449,PRJEB41812,ERS482867,ERZ1739449.1-ERZ1739449.333,,
UC_ERR1297821,ERZ1739450,PRJEB41812,ERS1069654,ERZ1739450.1-ERZ1739450.1208,,
UC_ERR634980,ERZ1739451,PRJEB41812,ERS482860,ERZ1739451.1-ERZ1739451.529,,
UC_ERR981248,ERZ1739452,PRJEB41812,ERS805756,ERZ1739452.1-ERZ1739452.2,,
UC_ERR1913303,ERZ1739453,PRJEB41812,ERS1647314,ERZ1739453.1-ERZ1739453.38,,
UC_ERR1611408,ERZ1739454,PRJEB41812,ERS1336036,ERZ1739454.1-ERZ1739454.143,,
UC_ERR1913295,ERZ1739455,PRJEB41812,ERS1647308,ERZ1739455.1-ERZ1739455.27,,
UC_ERR598789,ERZ1739456,PRJEB41812,ERS542293,ERZ1739456.1-ERZ1739456.18,,
UC_ERR1447826,ERZ1739457,PRJEB41812,ERS1199537,ERZ1739457.1-ERZ1739457.430,,
UC_ERR1611412,ERZ1739458,PRJEB41812,ERS1336040,ERZ1739458.1-ERZ1739458.221,,
UC_ERR1809135,ERZ1739459,PRJEB41812,ERS1509318,ERZ1739459.1-ERZ1739459.196,,
UC_ERR719837,ERZ1739460,PRJEB41812,ERS634975,ERZ1739460.1-ERZ1739460.279,,
UC_SRR1045095,ERZ1739461,PRJEB41812,SRS512697,ERZ1739461.1-ERZ1739461.362,,
UC_ERR634981,ERZ1739462,PRJEB41812,ERS482861,ERZ1739462.1-ERZ1739462.105,,
UC_ERR1474572,ERZ1739463,PRJEB41812,ERS1202870,ERZ1739463.1-ERZ1739463.466,,
UC_ERR1744186,ERZ1739464,PRJEB41812,ERS1462085,ERZ1739464.1-ERZ1739464.1822,,
UC_ERR1913239,ERZ1739465,PRJEB41812,ERS1647286,ERZ1739465.1-ERZ1739465.292,,
UC_ERR1809134,ERZ1739466,PRJEB41812,ERS1509318,ERZ1739466.1-ERZ1739466.179,,
UC_ERR1022512,ERZ1739467,PRJEB41812,ERS853159,ERZ1739467.1-ERZ1739467.706,,
UC_ERR1913299,ERZ1739468,PRJEB41812,ERS1647290,ERZ1739468.1-ERZ1739468.2,,
UC_ERR1297838,ERZ1739469,PRJEB41812,ERS1069650,ERZ1739469.1-ERZ1739469.871,,
UC_ERR719410,ERZ1739470,PRJEB41812,ERS634920,ERZ1739470.1-ERZ1739470.582,,
UC_ERR1022495,ERZ1739471,PRJEB41812,ERS853143,ERZ1739471.1-ERZ1739471.7,,
UC_ERR695637,ERZ1739472,PRJEB41812,ERS625345,ERZ1739472.1-ERZ1739472.711,,
UC_ERR634988,ERZ1739473,PRJEB41812,ERS482868,ERZ1739473.1-ERZ1739473.665,,
UC_ERR1297773,ERZ1739474,PRJEB41812,ERS1069637,ERZ1739474.1-ERZ1739474.1355,,
UC_ERR1913270,ERZ1739475,PRJEB41812,ERS1647310,ERZ1739475.1-ERZ1739475.12,,
UC_ERR1611405,ERZ1739476,PRJEB41812,ERS1336033,ERZ1739476.1-ERZ1739476.828,,
UC_ERR1297808,ERZ1739477,PRJEB41812,ERS1069669,ERZ1739477.1-ERZ1739477.495,,
UC_SRR2037087,ERZ1739478,PRJEB41812,SRS943646,ERZ1739478.1-ERZ1739478.1817,,
UC_ERR1474586,ERZ1739479,PRJEB41812,ERS1202884,ERZ1739479.1-ERZ1739479.4699,,
UC_ERR1913310,ERZ1739480,PRJEB41812,ERS1647307,ERZ1739480.1-ERZ1739480.515,,
UC_ERR634991,ERZ1739481,PRJEB41812,ERS482871,ERZ1739481.1-ERZ1739481.1055,,
UC_ERR695629,ERZ1739482,PRJEB41812,ERS625337,ERZ1739482.1-ERZ1739482.1700,,
UC_SRR2037088,ERZ1739483,PRJEB41812,SRS943647,ERZ1739483.1-ERZ1739483.3039,,
UC_ERR2036071,ERZ1739484,PRJEB41812,ERS1825754,ERZ1739484.1-ERZ1739484.60,,
UC_ERR695611,ERZ1739485,PRJEB41812,ERS625319,ERZ1739485.1-ERZ1739485.2599,,
UC_ERR1297829,ERZ1739486,PRJEB41812,ERS1069649,ERZ1739486.1-ERZ1739486.1281,,
UC_ERR1474566,ERZ1739487,PRJEB41812,ERS1202864,ERZ1739487.1-ERZ1739487.3739,,
UC_ERR1022493,ERZ1739488,PRJEB41812,ERS853141,ERZ1739488.1-ERZ1739488.10,,
UC_ERR719831,ERZ1739489,PRJEB41812,ERS634975,ERZ1739489.1-ERZ1739489.320,,
UC_ERR1913250,ERZ1739490,PRJEB41812,ERS1647297,ERZ1739490.1-ERZ1739490.217,,
UC_SRR1634036,ERZ1739491,PRJEB41812,SRS732232,ERZ1739491.1-ERZ1739491.90,,
UC_ERR719411,ERZ1739492,PRJEB41812,ERS634920,ERZ1739492.1-ERZ1739492.483,,
UC_ERR2014366,ERZ1739493,PRJEB41812,ERS1796491,ERZ1739493.1-ERZ1739493.3,,
UC_ERR2014393,ERZ1739494,PRJEB41812,ERS1796518,ERZ1739494.1-ERZ1739494.144,,
UC_ERR1022514,ERZ1739495,PRJEB41812,ERS853161,ERZ1739495.1-ERZ1739495.1080,,
UC_ERR1823593,ERZ1739496,PRJEB41812,ERS1546037,ERZ1739496.1-ERZ1739496.1334,,
UC_ERR719417,ERZ1739497,PRJEB41812,ERS634944,ERZ1739497.1-ERZ1739497.686,,
UC_ERR719894,ERZ1739498,PRJEB41812,ERS634976,ERZ1739498.1-ERZ1739498.276,,
UC_ERR505103,ERZ1739499,PRJEB41812,ERS433562,ERZ1739499.1-ERZ1739499.871,,
UC_ERR1913306,ERZ1739500,PRJEB41812,ERS1647314,ERZ1739500.1-ERZ1739500.15,,
UC_ERR1297823,ERZ1739501,PRJEB41812,ERS1069683,ERZ1739501.1-ERZ1739501.994,,
UC_ERR1913286,ERZ1739502,PRJEB41812,ERS1647283,ERZ1739502.1-ERZ1739502.56,,
UC_ERR695625,ERZ1739503,PRJEB41812,ERS625333,ERZ1739503.1-ERZ1739503.544,,
UC_ERR1913240,ERZ1739504,PRJEB41812,ERS1647286,ERZ1739504.1-ERZ1739504.308,,
UC_ERR719830,ERZ1739505,PRJEB41812,ERS634975,ERZ1739505.1-ERZ1739505.286,,
UC_ERR1913300,ERZ1739506,PRJEB41812,ERS1647306,ERZ1739506.1-ERZ1739506.168,,
UC_ERR1913272,ERZ1739507,PRJEB41812,ERS1647294,ERZ1739507.1-ERZ1739507.12,,
UC_ERR2270960,ERZ1739508,PRJEB41812,ERS2160341,ERZ1739508.1-ERZ1739508.62,,
UC_ERR1297826,ERZ1739509,PRJEB41812,ERS1069654,ERZ1739509.1-ERZ1739509.1229,,
UC_ERR1913261,ERZ1739510,PRJEB41812,ERS1647279,ERZ1739510.1-ERZ1739510.30,,
UC_ERR537007,ERZ1739511,PRJEB41812,ERS480592,ERZ1739511.1-ERZ1739511.1179,,
UC_ERR719899,ERZ1739512,PRJEB41812,ERS634976,ERZ1739512.1-ERZ1739512.285,,
UC_ERR1913311,ERZ1739513,PRJEB41812,ERS1647332,ERZ1739513.1-ERZ1739513.75,,
UC_ERR1744189,ERZ1739514,PRJEB41812,ERS1462088,ERZ1739514.1-ERZ1739514.3088,,
UC_ERR719395,ERZ1739515,PRJEB41812,ERS634967,ERZ1739515.1-ERZ1739515.676,,
UC_ERR1474576,ERZ1739516,PRJEB41812,ERS1202874,ERZ1739516.1-ERZ1739516.1321,,
UC_SRR2037083,ERZ1739517,PRJEB41812,SRS943643,ERZ1739517.1-ERZ1739517.4766,,
UC_ERR1823590,ERZ1739518,PRJEB41812,ERS1546034,ERZ1739518.1-ERZ1739518.684,,
UC_ERR695601,ERZ1739519,PRJEB41812,ERS625309,ERZ1739519.1-ERZ1739519.2341,,
UC_ERR1913282,ERZ1739520,PRJEB41812,ERS1647280,ERZ1739520.1-ERZ1739520.7,,
UC_ERR1611378,ERZ1739521,PRJEB41812,ERS1336006,ERZ1739521.1-ERZ1739521.387,,
UC_ERR1297843,ERZ1739522,PRJEB41812,ERS1069688,ERZ1739522.1-ERZ1739522.907,,
UC_ERR1913296,ERZ1739523,PRJEB41812,ERS1647290,ERZ1739523.1-ERZ1739523.9,,
UC_ERR2014378,ERZ1739524,PRJEB41812,ERS1796503,ERZ1739524.1-ERZ1739524.128,,
UC_ERR1681526,ERZ1739525,PRJEB41812,ERS1374913,ERZ1739525.1-ERZ1739525.874,,
UC_ERR695632,ERZ1739526,PRJEB41812,ERS625340,ERZ1739526.1-ERZ1739526.1584,,
UC_ERR537005,ERZ1739527,PRJEB41812,ERS480591,ERZ1739527.1-ERZ1739527.1386,,
UC_ERR719439,ERZ1739528,PRJEB41812,ERS634968,ERZ1739528.1-ERZ1739528.1085,,
UC_SRR1045100,ERZ1739529,PRJEB41812,SRS512702,ERZ1739529.1-ERZ1739529.152,,
UC_ERR1611403,ERZ1739530,PRJEB41812,ERS1336031,ERZ1739530.1-ERZ1739530.831,,
UC_ERR2014371,ERZ1739531,PRJEB41812,ERS1796496,ERZ1739531.1-ERZ1739531.195,,
UC_ERR1611398,ERZ1739532,PRJEB41812,ERS1336026,ERZ1739532.1-ERZ1739532.392,,
UC_ERR1297837,ERZ1739533,PRJEB41812,ERS1069668,ERZ1739533.1-ERZ1739533.695,,
UC_ERR695623,ERZ1739534,PRJEB41812,ERS625331,ERZ1739534.1-ERZ1739534.147,,
UC_ERR1913315,ERZ1739535,PRJEB41812,ERS1647287,ERZ1739535.1-ERZ1739535.4,,
UC_ERR1913221,ERZ1739536,PRJEB41812,ERS1647321,ERZ1739536.1-ERZ1739536.457,,
UC_ERR719406,ERZ1739537,PRJEB41812,ERS634920,ERZ1739537.1-ERZ1739537.647,,
UC_ERR1297766,ERZ1739538,PRJEB41812,ERS1069650,ERZ1739538.1-ERZ1739538.871,,
UC_ERR1809144,ERZ1739539,PRJEB41812,ERS1509320,ERZ1739539.1-ERZ1739539.203,,
UC_ERR1913266,ERZ1739540,PRJEB41812,ERS1647333,ERZ1739540.1-ERZ1739540.79,,
UC_ERR981246,ERZ1739541,PRJEB41812,ERS805754,ERZ1739541.1-ERZ1739541.28,,
UC_ERR1913243,ERZ1739542,PRJEB41812,ERS1647300,ERZ1739542.1-ERZ1739542.20,,
UC_ERR1913298,ERZ1739543,PRJEB41812,ERS1647290,ERZ1739543.1-ERZ1739543.6,,
UC_ERR695604,ERZ1739544,PRJEB41812,ERS625312,ERZ1739544.1-ERZ1739544.1119,,
UC_SRR1635864,ERZ1739545,PRJEB41812,SRS734458,ERZ1739545.1-ERZ1739545.163,,
UC_ERR1611414,ERZ1739546,PRJEB41812,ERS1336042,ERZ1739546.1-ERZ1739546.93,,
UC_ERR1474580,ERZ1739547,PRJEB41812,ERS1202878,ERZ1739547.1-ERZ1739547.9853,,
UC_ERR1297762,ERZ1739548,PRJEB41812,ERS1069675,ERZ1739548.1-ERZ1739548.184,,
UC_ERR1611417,ERZ1739549,PRJEB41812,ERS1336045,ERZ1739549.1-ERZ1739549.157,,
UC_ERR719867,ERZ1739550,PRJEB41812,ERS634928,ERZ1739550.1-ERZ1739550.268,,
UC_ERR1823605,ERZ1739551,PRJEB41812,ERS1546049,ERZ1739551.1-ERZ1739551.880,,
UC_ERR2036066,ERZ1739552,PRJEB41812,ERS1825749,ERZ1739552.1-ERZ1739552.114,,
UC_ERR1297792,ERZ1739553,PRJEB41812,ERS1069660,ERZ1739553.1-ERZ1739553.884,,
UC_ERR1913273,ERZ1739554,PRJEB41812,ERS1647294,ERZ1739554.1-ERZ1739554.12,,
UC_ERR719880,ERZ1739555,PRJEB41812,ERS634952,ERZ1739555.1-ERZ1739555.590,,
UC_ERR719413,ERZ1739556,PRJEB41812,ERS634920,ERZ1739556.1-ERZ1739556.528,,
UC_ERR1022510,ERZ1739557,PRJEB41812,ERS853157,ERZ1739557.1-ERZ1739557.85,,
UC_ERR719882,ERZ1739558,PRJEB41812,ERS634976,ERZ1739558.1-ERZ1739558.288,,
UC_ERR1913291,ERZ1739559,PRJEB41812,ERS1647301,ERZ1739559.1-ERZ1739559.3,,
UC_ERR2014372,ERZ1739560,PRJEB41812,ERS1796497,ERZ1739560.1-ERZ1739560.108,,
UC_ERR2014363,ERZ1739561,PRJEB41812,ERS1796488,ERZ1739561.1-ERZ1739561.289,,
UC_ERR1297849,ERZ1739562,PRJEB41812,ERS1069658,ERZ1739562.1-ERZ1739562.722,,
UC_ERR1659115,ERZ1739563,PRJEB41812,ERS1240066,ERZ1739563.1-ERZ1739563.873,,
UC_ERR1913254,ERZ1739564,PRJEB41812,ERS1647303,ERZ1739564.1-ERZ1739564.257,,
UC_ERR719878,ERZ1739565,PRJEB41812,ERS634952,ERZ1739565.1-ERZ1739565.775,,
UC_ERR1474583,ERZ1739566,PRJEB41812,ERS1202881,ERZ1739566.1-ERZ1739566.4343,,
UC_ERR1297799,ERZ1739567,PRJEB41812,ERS1069656,ERZ1739567.1-ERZ1739567.526,,
UC_ERR1297805,ERZ1739568,PRJEB41812,ERS1069653,ERZ1739568.1-ERZ1739568.1873,,
UC_ERR719425,ERZ1739569,PRJEB41812,ERS634944,ERZ1739569.1-ERZ1739569.717,,
UC_ERR1297833,ERZ1739570,PRJEB41812,ERS1069684,ERZ1739570.1-ERZ1739570.186,,
UC_ERR1659113,ERZ1739571,PRJEB41812,ERS1240062,ERZ1739571.1-ERZ1739571.1699,,
UC_ERR1474568,ERZ1739572,PRJEB41812,ERS1202866,ERZ1739572.1-ERZ1739572.5973,,
UC_ERR505098,ERZ1739573,PRJEB41812,ERS433557,ERZ1739573.1-ERZ1739573.3360,,
UC_ERR1744180,ERZ1739574,PRJEB41812,ERS1462079,ERZ1739574.1-ERZ1739574.1091,,
UC_ERR634971,ERZ1739575,PRJEB41812,ERS482851,ERZ1739575.1-ERZ1739575.4560,,
UC_ERR634984,ERZ1739576,PRJEB41812,ERS482864,ERZ1739576.1-ERZ1739576.75,,
